,hs07,year,export_val,import_val,export_val_perc,import_val_perc,country
621,46.0,2014,84927146.72,2085635.76,0.00043216390757870425,1.1730605927460905e-05,indonesia
622,47.0,2014,2096028747.38,1640891096.04,0.010665941443334971,0.009229150739880222,indonesia
623,48.0,2014,4384001298.339999,1510890190.88,0.022308616326969507,0.008497963915271318,indonesia
624,49.0,2014,33639896.05,106283945.79999998,0.0001711814124103358,0.0005977913826119924,indonesia
625,50.0,2014,1556228.79,6044796.08,7.91909231556106e-06,3.3998803667587884e-05,indonesia
626,51.0,2014,7253725.990000001,127388216.47,3.691162001095903e-05,0.0007164918227196369,indonesia
627,52.0,2014,977301441.86,2427960424.55,0.004973137875325048,0.013656002401812832,indonesia
628,53.0,2014,13653968.7,39996559.88,6.948016853555398e-05,0.00022495964607279896,indonesia
629,54.0,2014,1300549206.17,1336357696.27,0.0066180302605697745,0.007516310284722421,indonesia
630,55.0,2014,2476227187.479999,1300672607.53,0.012600635470801333,0.007315600399744513,indonesia
631,56.0,2014,169132825.92999998,426439601.7,0.0008606565247590551,0.002398498824840867,indonesia
632,57.0,2014,72277564.17999999,53388911.760000005,0.00036779470137248224,0.000300284592719365,indonesia
633,58.0,2014,92601622.94,314691037.45,0.0004712165751879175,0.0017699718330634068,indonesia
634,59.0,2014,129544822.51,625066035.7600001,0.0006592073190341522,0.0035156682124307015,indonesia
635,60.0,2014,134658454.11,1353087006.94,0.0006852287632898971,0.007610403872237356,indonesia
636,61.0,2014,4943367261.29,271548727.2,0.02515502986670602,0.0015273189930761373,indonesia
637,62.0,2014,5068845814.18,426855355.29999995,0.025793545392407687,0.002400837220517647,indonesia
638,63.0,2014,337466180.66999996,171127746.71,0.0017172448262607566,0.0009625037115346328,indonesia
639,64.0,2014,5488976503.31,472707073.70000005,0.02793144036851898,0.0026587290585667364,indonesia
640,65.0,2014,34655985.6,23182946.200000003,0.00017635192911008593,0.0001303918983963563,indonesia
641,66.0,2014,3221287.79,49928718.17,1.639198268784095e-05,0.0002808228208148517,indonesia
642,67.0,2014,317440885.53,62851913.370000005,0.001615343253767668,0.0003535090075030078,indonesia
643,68.0,2014,174377348.68,396378567.68000007,0.0008873440273134259,0.0022294212943229706,indonesia
644,69.0,2014,430369334.12,443683996.2199999,0.002189995782485699,0.0024954894885278883,indonesia
645,70.0,2014,402047703.84,400787039.62,0.002045877124512208,0.0022542166339801733,indonesia
646,71.0,2014,3797019954.14,132078980.78000002,0.019321677978250282,0.0007428749087188951,indonesia
647,72.0,2014,1211766708.0499997,7657932130.219999,0.006166247847125021,0.04307184684963977,indonesia
648,73.0,2014,1874024852.4899998,4291284976.35,0.009536242937983436,0.02413622452464818,indonesia
649,74.0,2014,2091114936.1200001,1381039836.2500005,0.010640936813399303,0.007767623858335597,indonesia
650,75.0,2014,1395379397.24,66072729.55,0.007100587222766589,0.0003716244071796848,indonesia
651,76.0,2014,651213598.3400003,1642701330.7600002,0.0033137933416610057,0.009239332359578058,indonesia
652,78.0,2014,11569738.129999999,188444883.20999998,5.8874263801749094e-05,0.0010599035106604155,indonesia
653,79.0,2014,14324103.290000001,334940679.93000007,7.289024404383492e-05,0.0018838654383901842,indonesia
654,80.0,2014,2488102112.0899997,24482270.02,0.012661062719565266,0.00013769991257452856,indonesia
655,81.0,2014,13740692.049999999,114853297.69000004,6.992147267989173e-05,0.0006459894869997561,indonesia
656,82.0,2014,90161445.29,525223373.57000005,0.0004587993829338667,0.0029541056676364507,indonesia
657,83.0,2014,163293995.91,642206923.94,0.0008309448048369162,0.003612076707309142,indonesia
658,84.0,2014,5677565555.12,14905235806.150002,0.028891102675619413,0.08383412427576796,indonesia
659,85.0,2014,14461781886.910004,27243430184.510006,0.073590841234822,0.15322998854161402,indonesia
660,86.0,2014,22857959.84,160285977.55,0.0001163159911200122,0.000901524453309573,indonesia
661,87.0,2014,5352177140.599998,6559716106.449999,0.027235317286250064,0.036894958418234605,indonesia
662,88.0,2014,87243262.07,2586512354.45,0.0004439497911120233,0.014547773747685469,indonesia
663,89.0,2014,722623597.9,1249646824.28,0.003677173316638729,0.007028607163952571,indonesia
664,90.0,2014,1430526253.5700002,2397307470.2899995,0.007279437017647349,0.013483595630777915,indonesia
665,91.0,2014,37861530.82999999,116039064.16999999,0.00019266380353446047,0.0006526588007723929,indonesia
666,92.0,2014,802624176.88,174821052.62,0.004084267681112576,0.000983276617825697,indonesia
667,93.0,2014,4228072.18,523338366.12,2.151514875282284e-05,0.0029435034905975037,indonesia
668,94.0,2014,2175155698.0099998,900062369.4399999,0.011068590225258489,0.005062378181527426,indonesia
669,95.0,2014,800564532.35,232834012.82,0.004073786885952431,0.0013095690548098392,indonesia
670,96.0,2014,332380167.32,427538044.24,0.0016913639214120384,0.002404676987307116,indonesia
671,97.0,2014,28708645.99,5907958.53,0.0001460880426518596,3.322916430585714e-05,indonesia
672,1.0,2015,6969193.18,422132066.0,4.3825371019461466e-05,0.003037677620291055,indonesia
673,2.0,2015,33940491.69,318656165.0,0.00021343283253588883,0.0022930612927857365,indonesia
674,3.0,2015,2898032243.25,298234498.0,0.018224109305977575,0.0021461062381679798,indonesia
675,4.0,2015,428669921.26,890722204.0,0.0026956661781188896,0.006409669207615049,indonesia
676,5.0,2015,23189620.880000003,103963321.0,0.00014582659895024614,0.0007481238194608866,indonesia
677,6.0,2015,18879709.54,4325246.0,0.00011872396903914868,3.112462670972123e-05,indonesia
678,7.0,2015,88883510.5,592258396.0,0.0005589388505334413,0.004261912846390299,indonesia
679,8.0,2015,729667824.3199999,600129210.0,0.004588474202947439,0.004318551508711852,indonesia
680,9.0,2015,2441461430.7099996,137040114.0,0.015352989975601587,0.000986145618655596,indonesia
681,10.0,2015,4948397.09,2994031516.0,3.1117710876953115e-05,0.021545159117571752,indonesia
682,11.0,2015,19914092.369999997,422637025.0,0.00012522862605324949,0.0030413113235252098,indonesia
683,12.0,2015,289580279.61,1090139258.0,0.0018210089555628652,0.007844681543399493,indonesia
684,13.0,2015,106249417.63,69375786.0,0.0006681433600663169,0.0004992306661733238,indonesia
685,14.0,2015,96102666.55,1233843.0,0.0006043360987036578,8.878778870242889e-06,indonesia
686,15.0,2015,15761592871.279999,156801366.0,0.09911587146470015,0.0011283483030385727,indonesia
687,16.0,2015,1080271267.04,61625859.0,0.0067932238147101745,0.00044346191107763914,indonesia
688,17.0,2015,184210547.7,892103278.0,0.0011583974486198277,0.006419607466088325,indonesia
689,18.0,2015,1349941303.91,231595871.0,0.008489028352396934,0.001666572267193069,indonesia
690,19.0,2015,636781797.37,372107549.0,0.004004365757612674,0.0026776993859989238,indonesia
691,20.0,2015,372502570.48999995,194216057.0,0.0023424610189134326,0.0013975857731927711,indonesia
692,21.0,2015,474806951.21000004,665831391.0,0.002985796240964236,0.004791346780388778,indonesia
693,22.0,2015,62418914.31000001,274020849.0,0.0003925177574526242,0.0019718639438787732,indonesia
694,23.0,2015,705720558.75,2269887428.0,0.004437883198881338,0.016334192059732376,indonesia
695,24.0,2015,821797775.03,574040862.0,0.005167828106274086,0.004130818812589295,indonesia
696,25.0,2015,192272640.18999997,751502675.0,0.0012090954541768301,0.005407840439765034,indonesia
697,26.0,2015,3552793680.5700006,274626478.0,0.022341538996710427,0.0019762220720753155,indonesia
698,27.0,2015,34530409516.07,16958647524.0,0.2171424969017304,0.12203504117135493,indonesia
699,28.0,2015,585901360.9999999,1188845856.0,0.0036844070559445196,0.00855497779395646,indonesia
700,29.0,2015,2004728052.4999998,4669556266.0,0.012606617211597356,0.03360229584150583,indonesia
701,30.0,2015,455480522.0,827139117.0,0.002864263100938749,0.005952123013034041,indonesia
702,31.0,2015,295059547.14,1574878320.0,0.001855465014709892,0.011332881372119158,indonesia
703,32.0,2015,596113227.7900001,1252810720.0,0.003748623793709432,0.009015271269642718,indonesia
704,33.0,2015,582336455.47,1192502458.0,0.003661989352278344,0.008581290834249663,indonesia
705,34.0,2015,617142997.8,491723828.0,0.0038808682945200967,0.003538462457574706,indonesia
706,35.0,2015,43253181.46,420553317.0,0.0002719951472570017,0.003026316885365609,indonesia
707,36.0,2015,7393604.72,79971578.0,4.649425861161758e-05,0.0005754783687765631,indonesia
708,37.0,2015,1757312.77,90143229.0,1.1050760418509098e-05,0.0006486739373977613,indonesia
709,38.0,2015,2818375563.99,1915448402.0,0.017723192853730838,0.013783636004514436,indonesia
710,39.0,2015,2186222044.61,6758086813.0,0.013747931756421609,0.04863143722380522,indonesia
711,40.0,2015,6645382053.24,1603185297.0,0.04178910334772979,0.011536579402798954,indonesia
712,41.0,2015,150509160.38,446783981.0,0.0009464682101811288,0.0032150736925733664,indonesia
713,42.0,2015,540707625.0,501904905.0,0.0034002088429233124,0.0036117258560329508,indonesia
714,43.0,2015,1931299.0,10417405.0,1.2144862832531629e-05,7.496402329693698e-05,indonesia
715,44.0,2015,4192097266.3799996,358796362.0,0.026361762876082835,0.002581911602728725,indonesia
716,45.0,2015,53290.27,801059.0,3.351128020356119e-07,5.7644495474852945e-06,indonesia
717,46.0,2015,78195234.10000001,2378070.0,0.0004917262382998179,1.711267776204793e-05,indonesia
718,47.0,2015,2048629180.0300002,1098890746.0,0.01288268693049916,0.007907657567689118,indonesia
719,48.0,2015,3480570820.8400006,1277616870.0,0.021887369691598157,0.009193777222565477,indonesia
720,49.0,2015,19879148.1,128311708.0,0.0001250088810184657,0.0009233356932731112,indonesia
721,50.0,2015,205981.0,18539418.0,1.295299687468226e-06,0.0001334103227112369,indonesia
722,51.0,2015,3399921.62,108365222.0,2.1380211824403536e-05,0.0007798000583240978,indonesia
723,52.0,2015,742676296.0000001,1653316416.0,0.0046702772299331485,0.0118973247489401,indonesia
724,53.0,2015,12180034.06,43475200.0,7.659344459571683e-05,0.000312849112196271,indonesia
725,54.0,2015,939960883.44,1266243417.0,0.00591089002651793,0.009111933443269325,indonesia
726,55.0,2015,2093065416.9599998,1067313084.0,0.013162121654127517,0.007680423569411159,indonesia
727,56.0,2015,170979149.42,380718026.0,0.0010751925605143634,0.002739660690030565,indonesia
728,57.0,2015,68658442.97,54743268.0,0.00043175467504816473,0.0003939345372194385,indonesia
729,58.0,2015,49108622.84,362154687.0,0.00030881675405327187,0.0026060782309378313,indonesia
730,59.0,2015,122201828.16,713890841.0,0.0007684591774177903,0.005137184321449913,indonesia
731,60.0,2015,107136071.08000001,1860329061.0,0.0006737190293594927,0.013386995232380126,indonesia
732,61.0,2015,5001192424.76,401987209.0,0.031449711307159824,0.002892714500448689,indonesia
733,62.0,2015,5098635465.54,845549153.0,0.032062476272221106,0.006084602298192048,indonesia
734,63.0,2015,244749456.64,242531562.0,0.0015390929002859978,0.0017452658952983508,indonesia
735,64.0,2015,6166560503.690001,774850273.0,0.03877806153569292,0.00557585059972325,indonesia
736,65.0,2015,27730337.0,34063694.0,0.00017438063146352618,0.0002451235744982299,indonesia
737,66.0,2015,3751749.99,83127482.0,2.3592664321009803e-05,0.0005981883681457819,indonesia
738,67.0,2015,364946188.41,93133625.0,0.002294943144222979,0.0006701929352106587,indonesia
739,68.0,2015,137295625.95000002,469943296.0,0.000863375657870335,0.003381728961251228,indonesia
740,69.0,2015,386501907.67,594236897.0,0.002430495046683064,0.004276150211171356,indonesia
741,70.0,2015,321407227.68,382734247.0,0.002021150890441026,0.0027541694892963876,indonesia
742,71.0,2015,5013276599.62,718896791.0,0.03152570194668225,0.0051732073187725,indonesia
743,72.0,2015,1261012811.8500006,5616266408.0,0.007929806637907063,0.0404148562766943,indonesia
744,73.0,2015,1206866191.1600003,3704572156.0,0.007589308723744019,0.026658235271410497,indonesia
745,74.0,2015,1530233896.06,905670444.0,0.00962278796257812,0.006517237283504218,indonesia
746,75.0,2015,1235145903.51,51569255.0,0.007767144070541276,0.00037109422483100964,indonesia
747,76.0,2015,513764201.96,1246850210.0,0.0032307766746988826,0.008972379224022754,indonesia
748,78.0,2015,24530781.700000003,135060242.0,0.000154260411733904,0.0009718983881089337,indonesia
749,79.0,2015,16605432.68,279182823.0,0.0001044223096337947,0.002009009695550536,indonesia
750,80.0,2015,1833598730.0,12436257.0,0.011530480296294979,8.949175533395271e-05,indonesia
751,81.0,2015,12189283.34,93761174.0,7.66516081617414e-05,0.0006747088005202987,indonesia
752,82.0,2015,85011573.66,661228543.0,0.0005345903981094376,0.00475822451964301,indonesia
753,83.0,2015,134647375.4,702120609.0,0.0008467222863955264,0.005052485306113718,indonesia
754,84.0,2015,4477862201.2300005,13790245904.0,0.028158779255266275,0.09923510847643398,indonesia
755,85.0,2015,14300717260.57,26662056590.0,0.08992923909577964,0.19186112389381157,indonesia
756,86.0,2015,8672973.379999999,201730644.0,5.453949494630205e-05,0.0014516610131335107,indonesia
757,87.0,2015,4713132991.13,5914941646.0,0.029638266104188613,0.042564134095848895,indonesia
758,88.0,2015,103554532.0,2302112459.0,0.0006511967265695303,0.016566084548757094,indonesia
759,89.0,2015,716906574.39,829781638.0,0.004508225815736808,0.005971138689760312,indonesia
760,90.0,2015,1425668158.0,3286804230.0,0.008965232324781419,0.023651962160460404,indonesia
761,91.0,2015,25191726.94,311189206.0,0.0001584167279126079,0.0022393287856562476,indonesia
762,92.0,2015,804123210.0,154356681.0,0.005056682619265596,0.0011107562613262966,indonesia
763,93.0,2015,401604.2,70167998.0,2.5254649445624935e-06,0.0005049314523887117,indonesia
764,94.0,2015,2139458427.27,1324234254.0,0.013453861434763854,0.009529237604514556,indonesia
765,95.0,2015,819783527.74,470054839.0,0.005155161627884231,0.003382531628715017,indonesia
766,96.0,2015,262872148.94,510908904.0,0.0016530564098925773,0.003676518958614793,indonesia
767,97.0,2015,30586796.81,45315431.0,0.00019234331491082735,0.0003260914810545179,indonesia
768,1.0,2016,60572942.08,587363974.1599998,0.0003687086525897036,0.004337824664012926,indonesia
769,2.0,2016,35977513.38,602103701.9399999,0.00021899580945479205,0.004446681109960875,indonesia
770,3.0,2016,3161116003.5899997,349498316.31,0.01924177334533422,0.0025811293903216623,indonesia
771,4.0,2016,350074278.27,821848803.93,0.0021309088020980056,0.006069551706632163,indonesia
772,5.0,2016,26120649.189999998,98056332.24000001,0.000158996889318889,0.0007241696718999841,indonesia
773,6.0,2016,23935040.77,5276977.649999999,0.00014569304922205825,3.8971753135440836e-05,indonesia
774,7.0,2016,99523494.65,731719765.09,0.0006058014082419172,0.005403927009129979,indonesia
775,8.0,2016,693726279.7400002,779748744.2999998,0.004222725082945209,0.005758632608673182,indonesia
776,9.0,2016,2098768503.6799998,265994095.15000004,0.012775243871554756,0.0019644305697733557,indonesia
777,10.0,2016,13806449.370000003,2927693989.4,8.404012038143127e-05,0.021621726484100375,indonesia
778,11.0,2016,49761927.260000005,384609399.25000006,0.000302901799388732,0.0028404332091763185,indonesia
779,12.0,2016,227236525.00000003,1241616438.69,0.0013831930574093804,0.009169636967769212,indonesia
780,13.0,2016,103952690.75,73777206.53,0.0006327620092959277,0.000544862470643512,indonesia
781,14.0,2016,96961734.42,3236625.4400000004,0.0005902079249104701,2.3903259783479963e-05,indonesia
782,15.0,2016,18510553999.989998,198157349.93,0.11267409489556135,0.0014634398391748212,indonesia
783,16.0,2016,1103144205.03,77588471.09,0.006714859795179873,0.0005730095789728745,indonesia
784,17.0,2016,282933549.02000004,2152671511.4100003,0.0017222219038627732,0.015897998492445168,indonesia
785,18.0,2016,1352501507.53,362815207.74,0.008232702446718091,0.002679477846533416,indonesia
786,19.0,2016,855319686.11,321833451.79,0.005206347226498567,0.002376817691067288,indonesia
787,20.0,2016,381361195.83,173900683.16,0.0023213528654224716,0.0012842985026089763,indonesia
788,21.0,2016,952445909.55,672317365.77,0.005797556399207929,0.0049652259579796255,indonesia
789,22.0,2016,167053434.94,156096099.94,0.0010168574414936048,0.0011528073597709442,indonesia
790,23.0,2016,629770481.6899999,2315544034.79,0.0038334249216096274,0.017100851374285908,indonesia
791,24.0,2016,1076337120.98,614963673.65,0.006551684563788926,0.004541655103798213,indonesia
792,25.0,2016,207003206.8,775228948.98,0.0012600324640030392,0.005725252829732152,indonesia
793,26.0,2016,3886121305.6900005,291401827.54999995,0.023654894433371064,0.0021520728037373632,indonesia
794,27.0,2016,30778081453.840004,18257383755.660004,0.18734676825097504,0.13483518404224992,indonesia
795,28.0,2016,634352699.2799996,1411579959.7699997,0.0038613169673889173,0.010424858578488,indonesia
796,29.0,2016,2345307467.86,4835798061.019999,0.014275931244038895,0.03571353542627092,indonesia
797,30.0,2016,556278333.61,812969181.4100001,0.0033860768159370996,0.006003973551912229,indonesia
798,31.0,2016,403181951.78,1409711241.7800002,0.0024541762226598894,0.010411057645261379,indonesia
799,32.0,2016,674128521.93,1210555159.8200002,0.004103433157742678,0.00894024192907832,indonesia
800,33.0,2016,723058494.4599999,1008075126.8,0.004401270832837946,0.007444878032338799,indonesia
801,34.0,2016,908431927.46,477737874.47,0.0055296424515895665,0.0035282094680266587,indonesia
802,35.0,2016,58235304.63,425349921.74,0.0003544794088905221,0.003141311797337319,indonesia
803,36.0,2016,10466162.72,90830586.52,6.370773189750581e-05,0.0006708057963832272,indonesia
804,37.0,2016,3998443.0,67013028.870000005,2.4338598726798584e-05,0.0004949073866135874,indonesia
805,38.0,2016,3561680853.1800003,1865742565.7099998,0.021680019217097668,0.013778959000353948,indonesia
806,39.0,2016,2402028526.63,6857564491.700001,0.01462119340952736,0.05064476831371406,indonesia
807,40.0,2016,6313664031.250002,1660764924.4399998,0.03843139325792948,0.012265149664083708,indonesia
808,41.0,2016,149028985.11,475506482.98999995,0.0009071422719429367,0.003511730103573203,indonesia
809,42.0,2016,550801562.22,230599353.81999996,0.0033527396041324996,0.0017030318652695479,indonesia
810,43.0,2016,2122582.2199999997,5673591.7700000005,1.2920198416537964e-05,4.190084410376626e-05,indonesia
811,44.0,2016,3820030683.500001,386936800.73999995,0.023252599556818656,0.002857621630718209,indonesia
812,45.0,2016,225589.98,5114724.33,1.373170506621332e-06,3.777347321995822e-05,indonesia
813,46.0,2016,71650330.43,2202311.71,0.000436136926543231,1.6264603335852783e-05,indonesia
814,47.0,2016,2094837908.2,1310103991.8700001,0.012751318261974957,0.009675434072174484,indonesia
815,48.0,2016,4094495457.71,1363677740.9900002,0.024923271867050047,0.010071089135304169,indonesia
816,49.0,2016,37542222.57000001,134587383.75,0.0002285202241080819,0.0009939603012436185,indonesia
817,50.0,2016,792034.33,4334440.96,4.8211280580262794e-06,3.201089227149999e-05,indonesia
818,51.0,2016,2841470.25,144766267.26999998,1.729608355274442e-05,0.0010691338119246513,indonesia
819,52.0,2016,818301807.5100001,2047897420.6100001,0.004981018694126656,0.015124216552768417,indonesia
820,53.0,2016,9260745.15,38294150.51,5.637033218105052e-05,0.00028281154084613865,indonesia
821,54.0,2016,1079637550.6299999,1371804095.94,0.00657177434195442,0.010131104227276817,indonesia
822,55.0,2016,2137412811.8900003,1253557652.94,0.013010472511952514,0.009257825716093437,indonesia
823,56.0,2016,187183668.28999996,437114595.4999999,0.0011393905554538308,0.003228196751548507,indonesia
824,57.0,2016,79733787.92999999,51364355.870000005,0.00048534108636684984,0.0003793381609123495,indonesia
825,58.0,2016,79394387.88000001,337392659.12999994,0.00048327515179561674,0.0024917261912838114,indonesia
826,59.0,2016,140183687.99,536609398.10999995,0.0008533007798363874,0.003962989874194448,indonesia
827,60.0,2016,114793477.94,1310115610.88,0.000698750087480368,0.009675519881366683,indonesia
828,61.0,2016,4812585188.629999,232055767.95,0.029294297741545853,0.001713787835012442,indonesia
829,62.0,2016,4947854180.770001,312172713.41,0.030117682674099346,0.002305470807259387,indonesia
830,63.0,2016,299391819.67999995,122903156.26000002,0.0018224037109638822,0.0009076694621458613,indonesia
831,64.0,2016,6323972623.3,506446320.02,0.03849414185415635,0.0037402282649751056,indonesia
832,65.0,2016,41777446.58,28716453.68,0.00025430011335434414,0.00021207793892063985,indonesia
833,66.0,2016,3423748.31,22193956.09,2.0840421198612762e-05,0.0001639077205184475,indonesia
834,67.0,2016,409432278.29999995,61270171.86,0.0024922220792800154,0.0004524950020006157,indonesia
835,68.0,2016,166487690.75999996,314444015.73999995,0.0010134137458903307,0.0023222449229694866,indonesia
836,69.0,2016,415698939.43,424306112.71,0.0025303673649824496,0.003133603015808236,indonesia
837,70.0,2016,339060076.45,347870276.74999994,0.002063865145756536,0.002569105925369702,indonesia
838,71.0,2016,6336464589.990001,953943376.2699999,0.03857018069341865,0.007045101994165806,indonesia
839,72.0,2016,1541495329.48,5751931577.999999,0.009383111441990768,0.0424794024870965,indonesia
840,73.0,2016,1317672270.0400002,2928714830.87,0.008020696214484827,0.021629265644657412,indonesia
841,74.0,2016,1714589022.0500007,1119660940.01,0.010436736046768449,0.00826896618549547,indonesia
842,75.0,2016,932788756.34,43665130.74,0.005677902933073889,0.00032247752571512773,indonesia
843,76.0,2016,471619474.57,1365611198.2500002,0.0028707567278820328,0.010085368183659555,indonesia
844,78.0,2016,16355641.309999999,155053395.72000003,9.95571002921738e-05,0.0011451067375302718,indonesia
845,79.0,2016,12908365.65,321560574.9,7.857346766582407e-05,0.002374802429396917,indonesia
846,80.0,2016,1552029571.67,12966384.29,0.009447233574919342,9.575987641507982e-05,indonesia
847,81.0,2016,7811185.959999999,114511508.86,4.754683777181342e-05,0.0008456951214221585,indonesia
848,82.0,2016,98882216.41000001,496235750.28000003,0.0006018979353762073,0.003664820743914356,indonesia
849,83.0,2016,139868625.34,592275678.56,0.0008513829874826757,0.004374098786066686,indonesia
850,84.0,2016,5196520255.120001,12222453625.150002,0.03163131780671794,0.09026576896506655,indonesia
851,85.0,2016,13386165474.839998,23607374976.59999,0.08148184430355915,0.17434616001525766,indonesia
852,86.0,2016,88225526.8,129486121.28999999,0.0005370304626689975,0.0009562862471815908,indonesia
853,87.0,2016,6087150262.96,5541092579.760001,0.03705259963438517,0.04092230561541791,indonesia
854,88.0,2016,143208844.35999998,2755367840.2400002,0.0008717149643015025,0.020349056294973335,indonesia
855,89.0,2016,1017458936.7,1410097900.3300002,0.006193291934219511,0.010413913211943248,indonesia
856,90.0,2016,1314403043.19,2415568162.01,0.008000796368357464,0.01783955368688823,indonesia
857,91.0,2016,32720474.509999998,93902698.41999999,0.00019917015179391867,0.0006934940839811952,indonesia
858,92.0,2016,786849296.24,147533771.36,0.004789566658734219,0.0010895724973522473,indonesia
859,93.0,2016,249211.94,561891305.71,1.516957827231001e-06,0.004149702861652378,indonesia
860,94.0,2016,1993888654.29,788530309.52,0.012136838229951192,0.005823486586574078,indonesia
861,95.0,2016,687523650.23,242517819.39,0.004184969558933763,0.0017910526091033392,indonesia
862,96.0,2016,314911987.17999995,431492608.4699999,0.0019168752662555798,0.0031866770209004517,indonesia
863,97.0,2016,43337355.65,5579394.7700000005,0.0002637953095857331,4.120517653160986e-05,indonesia
864,1.0,2017,66505931.24,519932585.38,0.00035638661533848463,0.003382114206229465,indonesia
865,2.0,2017,31065305.7,553688793.6299999,0.0001664702522986329,0.003601695272469666,indonesia
866,3.0,2017,3062106597.8599997,368652660.8899999,0.01640896963428442,0.002398052048707627,indonesia
867,4.0,2017,423457150.34000003,952059629.1,0.0022691879917589204,0.006193061345449818,indonesia
868,5.0,2017,28905244.12,115176770.58,0.00015489508868441542,0.0007492144230997724,indonesia
869,6.0,2017,21897802.34,6008052.7,0.00011734417538100694,3.908183668387354e-05,indonesia
870,7.0,2017,102942329.47,826339015.2800002,0.0005516390446812791,0.005375260180505049,indonesia
871,8.0,2017,967252582.6599998,1042838049.86,0.005183235054143197,0.006783566720770889,indonesia
872,9.0,2017,2271492957.1899996,290151556.72,0.012172293082504159,0.001887409501801259,indonesia
873,10.0,2017,8317409.9,3260201260.5,4.457066471179607e-05,0.0212073128485407,indonesia
874,11.0,2017,69923482.61999999,284375134.83000004,0.00037470031377642205,0.0018498344024812862,indonesia
875,12.0,2017,299043621.59,1475997291.85,0.001602490817735111,0.009601228215911174,indonesia
876,13.0,2017,112504342.99000001,68493673.48,0.0006028791907957061,0.0004455451199394306,indonesia
877,14.0,2017,112057411.37,2831782.56,0.0006004842097110152,1.8420488144879505e-05,indonesia
878,15.0,2017,23259098354.17,193615519.12,0.12463897856499759,0.0012594513523010932,indonesia
879,16.0,2017,1375818267.24,75108357.0,0.007372623861367982,0.0004885730349649013,indonesia
880,17.0,2017,247772775.03,2238809534.99,0.001327744744259076,0.014563252518204114,indonesia
881,18.0,2017,1196264565.71,613614757.6,0.006410445980889165,0.0039915082208479705,indonesia
882,19.0,2017,1036764524.27,330758108.5,0.0055557300351787315,0.0021515514300105795,indonesia
883,20.0,2017,461945566.41,206399485.60000002,0.0024754366086443373,0.0013426098921959703,indonesia
884,21.0,2017,769169211.04,708552143.8,0.004121761873477048,0.00460906728830792,indonesia
885,22.0,2017,175564075.84999996,127163750.28,0.0009407985964653109,0.0008271886364365342,indonesia
886,23.0,2017,719698227.86,2536998375.16,0.003856660762579691,0.016502943818261718,indonesia
887,24.0,2017,1273436025.45,700155253.6999999,0.00682398616933069,0.004554446281481425,indonesia
888,25.0,2017,284152045.38000005,1634703784.3999999,0.001522691041330432,0.010633599523591197,indonesia
889,26.0,2017,3649837414.76,767656543.1700001,0.019558454088674473,0.004993536033643123,indonesia
890,27.0,2017,40262630235.39001,26257995160.03,0.21575613252349038,0.17080587167456673,indonesia
891,28.0,2017,866503248.4300001,1689800573.4999998,0.004643347655314627,0.010991999128410247,indonesia
892,29.0,2017,3147669137.81,5616886923.9400015,0.0168674752659476,0.036537338867418376,indonesia
893,30.0,2017,545271256.1899999,858608906.24,0.0029219555881963137,0.005585172887879456,indonesia
894,31.0,2017,315744220.32,1818563117.4299998,0.0016919846379784874,0.011829587772210317,indonesia
895,32.0,2017,693781981.1699998,1284042122.64,0.003717782872022897,0.008352577288849479,indonesia
896,33.0,2017,684715376.8499999,983996909.9200001,0.0036691974847352943,0.006400810454097658,indonesia
897,34.0,2017,1067051226.6,521236815.3299999,0.005718027970594467,0.0033905981035002248,indonesia
898,35.0,2017,53493227.01,448305834.43000007,0.00028665518641983765,0.002916188702143194,indonesia
899,36.0,2017,10114157.24,94964462.26,5.41989293068777e-05,0.0006177351947690458,indonesia
900,37.0,2017,1304730.6199999999,65164409.370000005,6.991685116208328e-06,0.00042388855953267825,indonesia
901,38.0,2017,4296553974.98,2044326478.2400005,0.0230240265824783,0.013298157912478703,indonesia
902,39.0,2017,2580547265.1,7332490583.300001,0.01382842835793321,0.04769718472385757,indonesia
903,40.0,2017,8607735803.429998,1921547243.37,0.04612643972523237,0.01249949015023349,indonesia
904,41.0,2017,110682822.41,446860148.7,0.0005931181733620436,0.002906784647881807,indonesia
905,42.0,2017,616489995.22,300826735.24,0.003303596817457245,0.001956850567704332,indonesia
906,43.0,2017,560196.25,7927487.24,3.0019344401380875e-06,5.1567583890729084e-05,indonesia
907,44.0,2017,4009112267.4499993,513953601.74000007,0.021483707165191223,0.0033432214611385258,indonesia
908,45.0,2017,336180.10000000003,4622435.0600000005,1.8014947802293686e-06,3.006851988777182e-05,indonesia
909,46.0,2017,75567054.31,1461318.0699999998,0.000404942630146086,9.505741212112415e-06,indonesia
910,47.0,2017,2733620787.88,1624064617.27,0.01464870639425806,0.010564392708506655,indonesia
911,48.0,2017,4062019596.67,1422211968.0600002,0.021767222689833245,0.009251359573721996,indonesia
912,49.0,2017,26240953.889999997,149953376.82,0.00014061790528670356,0.0009754330855111486,indonesia
913,50.0,2017,319324.81,3681549.43,1.7111720128964649e-06,2.394814439075538e-05,indonesia
914,51.0,2017,1947325.4300000002,102287876.28,1.0435170307680052e-05,0.0006653733372736929,indonesia
915,52.0,2017,836245958.3399999,2112447903.9899998,0.004481207331836167,0.013741281594771653,indonesia
916,53.0,2017,8703515.559999999,44048050.46999999,4.6639696552488044e-05,0.0002865285643568936,indonesia
