,hs07,year,export_val,import_val,export_rca,import_rca,export_val_perc,import_val_perc
0,1.0,2008,63431980.04,358611772.0,2.70945,9.32394082,0.0004890416039573557,0.003635833264729806
1,2.0,2008,32526334.439999998,238646027.0,3.3397717388000006,3.7336993499999998,0.00025076831521513666,0.002419544563813726
2,3.0,2008,2238171765.89,98839096.0,21.51798,1.2801124,0.017255635243179974,0.001002093353178107
3,4.0,2008,405210898.73,859054164.0,88.87889264,13.697648000000001,0.0031240548967722374,0.008709635180843573
4,5.0,2008,24669835.41,49579023.0,13.126789385999999,16.261979980000003,0.00019019705629025747,0.0005026635351396222
5,6.0,2008,19124143.240000002,1672156.0,0.6271017999999999,0.0785479,0.00014744142747084616,1.695337655735834e-05
6,7.0,2008,70511174.03,237560115.0,3.996708592,12.072332274999999,0.0005436200733888905,0.0024085349002152616
7,8.0,2008,252813811.8,378735839.0,7.087517521,7.121821380000001,0.0019491189136344206,0.003839863801184843
8,9.0,2008,1459341975.8300002,64269774.0,72.62948899999999,15.2340935,0.011251090382676944,0.0006516076728955424
9,10.0,2008,40680461.72,1199859646.0,0.12456113000000002,5.801381878000001,0.000313634198975489,0.01216493700026593
10,11.0,2008,12395704.41,402617913.0,2.26155777,20.2404237,9.556717546929766e-05,0.004081995392670744
11,12.0,2008,135699590.62,728990779.0,11.3969634122,9.99414056,0.0010462032780832824,0.007390970210452251
12,13.0,2008,68048368.93,32560854.0,5.12787,1.893707,0.0005246325822908852,0.00033012255967216427
13,14.0,2008,65265803.31,588584.0,24.070459999999997,0.1791299,0.0005031798331718559,5.9674373608898935e-06
14,15.0,2008,8076623780.799999,82755664.0,102.217385548,6.788740809999999,0.062268354950165826,0.0008390293334151978
15,16.0,2008,708403108.73,43434746.0,9.35746835,1.1522888,0.0054615762005731676,0.0004403689635483854
16,17.0,2008,131191132.46,542368169.0,9.389391839999998,5.941564,0.0010114444134135892,0.00549887199626229
17,18.0,2008,797515599.1500001,48474745.0,21.0889929,1.65071256,0.006148606862711573,0.0004914676654013881
18,19.0,2008,179442231.35,169609298.0,3.0858979,2.8322370000000006,0.0013834459618279778,0.0017196064820645949
19,20.0,2008,253319105.06,107728053.0,5.35104175,3.6142906000000004,0.001953014573618287,0.001092215228902122
20,21.0,2008,170984183.29,251534544.0,1.8935106500000003,4.093962,0.0013182369397069208,0.002550216511865771
21,22.0,2008,44009724.14,147469088.0,0.6038996409999999,1.7026334,0.00033930181699474434,0.0014951350109883373
22,23.0,2008,546308535.65,1015227539.0,18.8323929,20.213324999999998,0.00421187549815401,0.010293019766138566
23,24.0,2008,378578436.93,369579910.0,3.3675170000000003,5.537121,0.002918726577716268,0.003747035194243004
24,25.0,2008,321920331.26,486038617.0,13.987751646,44.0956024,0.002481909520191507,0.0049277673227968374
25,26.0,2008,5638166364.75,243168278.0,98.48481620000001,3.068220016,0.04346857721699701,0.0024653940085365214
26,27.0,2008,37461575991.93,15782241766.0,59.811232616,10.62051597,0.28881755225536254,0.16001036241730202
27,28.0,2008,522670129.6500002,796231899.0,13.284842923499998,66.91555479999998,0.004029630454282681,0.008072703270943329
28,29.0,2008,1536006356.2499998,3003299066.0,25.365536314000003,47.96420840000001,0.011842149837913105,0.0304493480155324
29,30.0,2008,103849414.0,312158331.0,0.18008923,1.0066723000000002,0.0008006479375319129,0.003164858859436264
30,31.0,2008,48511142.59,1171456794.0,1.0389574499999998,11.565069999999999,0.0003740064076047655,0.011876970898264132
31,32.0,2008,240427911.91,729361998.0,4.483280970000001,23.521630000000005,0.0018536273280833915,0.007394733863779002
32,33.0,2008,349896129.99,636005942.0,8.968092799999997,8.478371999999998,0.002697594565404978,0.006448231042703796
33,34.0,2008,231242599.16,418704087.0,4.12215898,9.006675600000001,0.0017828113126085897,0.004245087212566248
34,35.0,2008,35638187.1,234499057.0,0.7755520410000001,10.827391,0.0002747597689765628,0.002377499955546275
35,36.0,2008,3202427.7199999997,35073877.0,1.33655516,7.4661599999999995,2.4689760397810487e-05,0.0003556011784232272
36,37.0,2008,2833698.0,86564057.0,0.23332441,5.287667,2.1846964483480922e-05,0.000877641233625111
37,38.0,2008,1411938516.3400002,1313977243.0,25.280019392999996,39.5773156,0.010885623880645973,0.013321933472940648
38,39.0,2008,1775223076.4699998,3229017897.0,7.473475699999998,27.320034999999997,0.013686439240136326,0.03273782847909545
39,40.0,2008,7732766237.100001,1372249250.0,60.41332580000001,21.599631,0.0596173160799013,0.013912731985414378
40,41.0,2008,206209454.56,339425718.0,12.135660000000001,14.0343379,0.001589813251069907,0.0034413128981421125
41,42.0,2008,242697508.0,141722314.0,2.20113115,1.8509426000000002,0.0018711252354715736,0.0014368705765623409
42,43.0,2008,163616.0,3109828.0,0.012602740000000001,1.8471774,1.261430449161913e-06,3.152940581657248e-05
43,44.0,2008,3055407905.8299994,287949215.0,69.66449290000001,9.3061217,0.023556281580187733,0.0029194115090283063
44,45.0,2008,138166.91,1119879.0,0.02106607,0.4190228100000001,1.0652255729306035e-06,1.1354042556841526e-05
45,46.0,2008,94052775.39,16278416.0,7.78181,3.2831550000000003,0.0007251187824242875,0.00016504089104445215
46,47.0,2008,1384990830.58,1132368605.0,9.345067499999997,41.508435,0.010677865279090433,0.011480670082393967
47,48.0,2008,2565745887.3700004,756347955.0,36.44630850000001,18.9144134,0.019781133795841916,0.0076683345869063176
48,49.0,2008,53805937.66,80119469.0,2.124570915,4.2227141,0.00041482769478554473,0.0008123019189194059
49,50.0,2008,970243.0,32470068.0,2.60681591,15.144483000000001,7.480283488694272e-06,0.0003292021137065149
50,51.0,2008,9380375.32,61466041.0,0.8042537499999999,5.06233578,7.231988957812759e-05,0.0006231816520486285
51,52.0,2008,524387214.32,1497224315.0,21.361770999999997,34.913610999999996,0.004042868663788639,0.015179808345051478
52,53.0,2008,3957140.0000000005,37535462.0,1.9545397100000002,12.5951418,3.0508366465361413e-05,0.0003805582861529754
53,54.0,2008,876187331.45,452425027.0,10.09332,10.801704,0.006755142400871257,0.00458697145882562
54,55.0,2008,1543906433.34,609685063.0,71.24906080000001,41.112927,0.011903057070653502,0.0061813733015554425
55,56.0,2008,103504645.51,168996038.0,7.498543000000001,11.077533,0.0007979898755379908,0.0017133888637876126
56,57.0,2008,41159632.99999999,40559375.0,1.3167841,2.9201230000000002,0.00031732846630237564,0.00041121663128685715
57,58.0,2008,42797787.0,264172332.0,3.63135436,27.421773800000004,0.0003299581439379149,0.002678346410521198
58,59.0,2008,102213414.26,357569226.0,5.55156313,22.3017976,0.0007880348685969862,0.003625263273104403
59,60.0,2008,72809039.0,987157039.0,3.1414090000000003,28.403768999999997,0.0005613359253912652,0.010008423259201817
60,61.0,2008,3712491566.0,429772136.0,47.50525199999999,9.695607299999999,0.028622200173633348,0.004357302103074247
61,62.0,2008,4021096760.0,280252570.0,39.6898427,6.8722103,0.03100145396593434,0.0028413780474892455
62,63.0,2008,191924525.54,82346725.0,5.0428463,7.012069300000001,0.0014796807186162064,0.0008348832508391765
63,64.0,2008,2741893866.0,262104160.0,11.844133,4.083091,0.021139182053971948,0.0026573779729463635
64,65.0,2008,42419134.0,20687633.0,2.288637,3.79928,0.00032703884250121857,0.00020974432548723492
65,66.0,2008,15192798.19,35313394.0,1.300132,4.686771,0.00011713193235892577,0.00035802955346292967
66,67.0,2008,99776196.0,17425086.0,9.818003000000001,9.835362000000002,0.0007692446443865336,0.00017666655772688255
67,68.0,2008,114631484.21000004,189764152.0,3.8748411000000003,10.38085017,0.0008837744756938019,0.001923949156624014
68,69.0,2008,282284691.52,194252307.0,9.337174,10.960515800000005,0.002176330586346113,0.0019694529145047324
69,70.0,2008,341719736.87,221102223.0,9.179466799999998,20.196487,0.0026345570186743035,0.002241674367814974
70,71.0,2008,2022559048.0,184466766.0,10.9204953153,7.7223416358999994,0.015593325642816909,0.0018702409023536718
71,72.0,2008,1174311682.81,5363909426.0,4.653126019999998,43.808062,0.009053592029527064,0.054382710894522894
72,73.0,2008,1073656516.07,3116239064.0,8.854181105,43.9559682,0.008277570783491802,0.03159440524373437
73,74.0,2008,1074082074.85,774494341.0,6.306328470000001,10.957437900000002,0.008280851714470436,0.007852314140855337
74,75.0,2008,1819528235.0,42832740.0,24.295283819999998,2.281974359,0.01402801876796177,0.0004342654454509178
75,76.0,2008,738529202.1500001,1118495875.0,5.3278291,13.810843,0.005693839375044396,0.011340019559614655
76,78.0,2008,2200340.78,132462253.0,0.1822449,5.973650000000001,1.696396965104069e-05,0.0013429862134544082
77,79.0,2008,4496371.2,201765129.0,0.17673504,8.35708756,3.466567782132976e-05,0.0020456226620488645
78,80.0,2008,1694708485.0,9882499.0,45.2306114,2.5831344,0.013065695808674305,0.00010019503376163303
79,81.0,2008,1071116.2999999998,75814047.0,0.058022251999999996,6.992870400000001,8.257986476956082e-06,0.0007686508239232843
80,82.0,2008,45169733.04,387709996.0,2.02884422,17.030205000000002,0.00034824513884443395,0.003930849488468717
81,83.0,2008,235011792.45,514300362.0,7.8767104,15.076809999999998,0.0018118706661240328,0.005214302792665103
82,84.0,2008,3176923525.83,10809353208.0,10.602718809099999,97.44657690000003,0.02449313068490114,0.10959206872846396
83,85.0,2008,13235027690.779999,18652477598.0,63.259057895000005,136.25249590000004,0.10203810705952333,0.18911063109338172
84,86.0,2008,4310848.86,51397607.0,0.11844845000000001,2.35710386,3.323535603937831e-05,0.0005211014914984708
85,87.0,2008,1961293227.34,5619644748.0,4.01445275,19.61746543,0.01512098448013467,0.05697551755423843
86,88.0,2008,30581183.0,1032018600.0,0.07698669300000001,4.0368103,0.00023577177909001967,0.010463258176867335
87,89.0,2008,611467576.54,1097458771.0,4.368413641,23.860618799999997,0.004714232224982878,0.011126732075798368
88,90.0,2008,914448503.0,1916189375.0,7.627980559999998,35.7092853,0.0070501245958508275,0.01942754146717419
89,91.0,2008,11867780.0,143471546.0,2.28650983,9.8563891,9.149703608421406e-05,0.0014546053984223714
90,92.0,2008,669098563.0,160043202.0,58.885444,18.746102,0.005158549902568701,0.0016226193423050034
91,93.0,2008,21621823.0,9609708.0,8.810150472,1.0898275499999999,0.00016669779177213342,9.74293058364524e-05
92,94.0,2008,2444592049.3100004,393858119.0,4.861636999999999,2.736646,0.01884707392173599,0.003993183053243747
93,95.0,2008,436140626.27,267501349.0,3.2391003,4.1946396,0.0033625138500728785,0.0027120980932391066
94,96.0,2008,212665170.27,275266785.0,18.8978489,25.166371,0.0016395848893432233,0.0027908290015036864
95,97.0,2008,13299727.0,1422543.0,0.3048984,0.11095841000000001,0.00010253691939260722,1.4422641875539247e-05
96,1.0,2009,76564755.72,391170706.0,2.883,9.338,0.0006692993835410999,0.004512091271140508
97,2.0,2009,33524653.99,265241409.0,3.9219999999999997,3.6270000000000002,0.0002930595159343594,0.0030595170546689897
98,3.0,2009,2104400993.6400003,173723294.0,19.88,2.081,0.018395856873329165,0.002003870296082898
99,4.0,2009,487935826.47999996,556210871.0,79.71499999999999,12.515999999999998,0.004265345651528986,0.006415803068731222
100,5.0,2009,23239719.17,46128976.0,11.913,18.809,0.00020315260680817704,0.0005320903297811109
101,6.0,2009,17504647.66,2550492.0,0.6499999999999999,0.10200000000000001,0.00015301883716298178,2.9419515607371927e-05
102,7.0,2009,93731811.92,344273661.0,3.883,13.07,0.0008193671271631705,0.003971141388797366
103,8.0,2009,336322697.2899999,474105701.0,7.6030000000000015,8.448,0.0029400025096439617,0.00546873311898783
104,9.0,2009,1350049904.57,102332392.0,57.549,17.7,0.011801612378714734,0.001180387706992887
105,10.0,2009,7651746.99,1067056893.0,0.04800000000000001,5.596000000000001,6.688860292519283e-05,0.012308329889906456
106,11.0,2009,12691666.170000002,350554546.0,2.0970000000000004,18.8,0.00011094562065547767,0.0040435903885533385
107,12.0,2009,127379678.62,871301738.0,14.506999999999998,24.416000000000004,0.0011135037207956422,0.010050325615536645
108,13.0,2009,59790596.0,36045093.0,4.004,1.905,0.0005226661884836606,0.0004157743588620049
109,14.0,2009,69183412.02,10113403.0,23.24,2.091,0.0006047745412470562,0.00011665647937815217
110,15.0,2009,9612835360.589998,146052753.0,112.205,7.704000000000001,0.08403167646030038,0.0016846950495759787
111,16.0,2009,657738822.38,40628381.0,8.454,1.3339999999999999,0.005749697549612753,0.0004686418498594597
112,17.0,2009,137215748.79000002,752409031.0,9.023,6.425000000000001,0.001199486829333509,0.008678917334628805
113,18.0,2009,1402997922.5900002,65849942.0,22.274,2.693,0.012264463405760487,0.0007595685053760358
114,19.0,2009,237079775.34999996,197120980.0,3.4859999999999998,3.086,0.002072459397272892,0.002273758846391382
115,20.0,2009,220269848.52,116686741.0,5.104,3.3040000000000007,0.001925513540019265,0.001345962817379104
116,21.0,2009,198657216.46,318336290.0,1.839,3.9979999999999998,0.001736584297335349,0.00367195797989089
117,22.0,2009,26623188.900000002,192070382.0,0.397,2.154,0.0002327295862319804,0.0022155010095945755
118,23.0,2009,320028689.64000005,1504488367.0,13.562000000000001,25.605999999999998,0.0027975666176593924,0.017354031690382094
119,24.0,2009,511042921.28,439201971.0,3.807,6.802,0.004467338907559527,0.00506612419902631
120,25.0,2009,235713042.79999998,464879135.0,10.547999999999998,51.37500000000001,0.0020605119516815314,0.005362306161977399
121,26.0,2009,6813335266.639998,146340547.0,106.50099999999999,4.234,0.059559532985354983,0.0016880147071458547
122,27.0,2009,29367083877.96,13666212935.0,63.626999999999995,14.851999999999999,0.2567156513605135,0.1576375713920689
123,28.0,2009,337556569.10000026,732854123.0,13.419,79.379,0.002950788538202873,0.00845335461139473
124,29.0,2009,1666954635.3000002,3061669738.0,25.433000000000003,53.275,0.014571870559835559,0.0353158687193331
125,30.0,2009,150737635.0,376688619.0,0.21300000000000002,0.923,0.0013176899114116748,0.004345042723439194
126,31.0,2009,149631810.16,859352563.0,1.7890000000000004,15.557999999999998,0.001308023219775864,0.009912493800966076
127,32.0,2009,228679434.7,691657294.0,17.981,24.033,0.001999026879063844,0.007978155805148823
128,33.0,2009,283994726.53000003,603672969.0,6.37,8.052999999999999,0.0024825716951357144,0.006963270746681052
129,34.0,2009,270198379.52,363424144.0,4.06,7.939000000000001,0.0023619693832484957,0.004192039134607669
130,35.0,2009,34482277.49,218625224.0,0.7030000000000001,10.206000000000001,0.00030143068896543916,0.002521806847319334
131,36.0,2009,4276664.07,44320255.0,1.512,6.670000000000001,3.738493773990678e-05,0.0005112270235292656
132,37.0,2009,2388969.65,91807647.0,0.095,4.766,2.088344564032519e-05,0.0010589864637068427
133,38.0,2009,1129934503.11,1004650257.0,24.66,32.976,0.009877448954960788,0.011588479366240599
134,39.0,2009,1583675034.31,3120507750.0,7.3519999999999985,28.281000000000006,0.013843872604640673,0.03599455573828503
135,40.0,2009,4858635156.719999,1101818155.0,51.407000000000004,20.794,0.04247230314605921,0.012709295464368537
136,41.0,2009,163105695.8,270498733.0,9.242999999999999,14.737,0.0014258066994977173,0.0031201594426753083
